paper_id,filename,word,count
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,reform,65
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,financial,58
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,debt,56
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,ngeu,46
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,crisis,39
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,pccl,36
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,support,30
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,loan,27
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,sovereign,24
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,fiscal,24
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,instrument,23
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,conditionality,23
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,sound,21
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,stability,20
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,precautionary,20
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,spending,18
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,assistance,18
5,coming-out-of-the-shadows-the-european-stability-mechanism-and-euro-area-governance__Martens-Centre-Policy-Brief-1.pdf,loans,17
6,activity-report-2023__Activity-Report-2023.pdf,senior,36
6,activity-report-2023__Activity-Report-2023.pdf,brussels,35
6,activity-report-2023__Activity-Report-2023.pdf,event,31
6,activity-report-2023__Activity-Report-2023.pdf,ukraine,27
6,activity-report-2023__Activity-Report-2023.pdf,officer,27
6,activity-report-2023__Activity-Report-2023.pdf,epp,24
6,activity-report-2023__Activity-Report-2023.pdf,security,24
6,activity-report-2023__Activity-Report-2023.pdf,president,24
6,activity-report-2023__Activity-Report-2023.pdf,kas,22
6,activity-report-2023__Activity-Report-2023.pdf,foundation,21
6,activity-report-2023__Activity-Report-2023.pdf,russia,20
6,activity-report-2023__Activity-Report-2023.pdf,economic,19
6,activity-report-2023__Activity-Report-2023.pdf,war,17
6,activity-report-2023__Activity-Report-2023.pdf,cooperation,16
6,activity-report-2023__Activity-Report-2023.pdf,social,15
6,activity-report-2023__Activity-Report-2023.pdf,media,15
6,activity-report-2023__Activity-Report-2023.pdf,council,15
6,activity-report-2023__Activity-Report-2023.pdf,info,15
6,activity-report-2023__Activity-Report-2023.pdf,edited,15
6,activity-report-2023__Activity-Report-2023.pdf,peter,15
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,asylum,167
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,migration,141
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,residence,139
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,permits,139
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,family,109
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,labour,107
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,citizenship,107
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,citizens,100
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,data,100
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,protection,86
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,issued,85
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,migrants,84
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,non,84
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,employment,70
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,statistics,65
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,nationals,64
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,seekers,60
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,immigration,58
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,permit,56
7,immigration-to-europe-the-big-picture-for-the-eu-and-its-member-states__Martens-Centre-Research-Paper.pdf,temporary,56
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,digital,52
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,market,26
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,global,26
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,digitalisation,25
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,sustainability,24
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,international,19
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,technology,18
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,innovation,18
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,cybersecurity,16
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,infrastructure,15
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,data,15
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,security,14
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,companies,13
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,technological,12
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,technologies,11
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,development,11
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,investment,11
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,expand,10
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,businesses,10
8,the-7ds-digitalisation-in-depth__Digitalisation.pdf,enhancing,9
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,defence,29
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,air,23
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,military,20
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,land,18
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,nato,17
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,war,16
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,ukraine,14
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,tactical,11
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,benhamou,10
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,east,9
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,operations,8
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,tactics,6
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,council,6
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,battle,6
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,french,6
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,editions,6
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,budgetary,6
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,edf,6
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,paris,6
9,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_3.pdf,michael,5
10,the-7ds-demography-in-depth__Demography.pdf,women,42
10,the-7ds-demography-in-depth__Demography.pdf,labour,36
10,the-7ds-demography-in-depth__Demography.pdf,demography,27
10,the-7ds-demography-in-depth__Demography.pdf,care,25
10,the-7ds-demography-in-depth__Demography.pdf,education,24
10,the-7ds-demography-in-depth__Demography.pdf,sustainability,23
10,the-7ds-demography-in-depth__Demography.pdf,school,19
10,the-7ds-demography-in-depth__Demography.pdf,men,18
10,the-7ds-demography-in-depth__Demography.pdf,young,17
10,the-7ds-demography-in-depth__Demography.pdf,population,17
10,the-7ds-demography-in-depth__Demography.pdf,market,16
10,the-7ds-demography-in-depth__Demography.pdf,health,16
10,the-7ds-demography-in-depth__Demography.pdf,family,15
10,the-7ds-demography-in-depth__Demography.pdf,training,14
10,the-7ds-demography-in-depth__Demography.pdf,skills,14
10,the-7ds-demography-in-depth__Demography.pdf,demographic,14
10,the-7ds-demography-in-depth__Demography.pdf,educational,13
10,the-7ds-demography-in-depth__Demography.pdf,migrants,12
10,the-7ds-demography-in-depth__Demography.pdf,ageing,12
10,the-7ds-demography-in-depth__Demography.pdf,digital,12
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,epp,16
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,party,14
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,sustainability,14
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,christian,13
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,integration,11
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,welle,9
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,social,9
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,liberal,9
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,conservative,9
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,democracy,7
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,nationalist,7
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,dividing,5
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,market,5
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,secretary,5
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,parliament,5
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,democrat,5
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,protect,5
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,generations,5
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,extreme,4
11,sustainable-europe-cross-cutting-strategies-for-a-future-proof-union_2.pdf,continent,4
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,tech,52
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,trump,45
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,digital,37
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,commission,32
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,companies,20
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,china,18
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,silicon,17
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,valley,17
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,transatlantic,16
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,google,16
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,apple,16
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,dsa,12
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,meta,12
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,echikson,11
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,brussels,11
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,musk,11
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,speech,10
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,tariffs,10
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,market,10
12,the-future-of-transatlantic-relations_echikson-2025-trump-tech-and-transatlantic-turbulence.pdf,markets,10
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,digital,429
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,media,370
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,education,334
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,financial,308
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,commission,292
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,national,240
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,data,239
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,council,226
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,bulgaria,214
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,economic,209
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,development,193
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,radio,190
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,western,187
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,services,181
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,social,180
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,disinformation,171
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,balkans,164
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,integration,163
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,ukraine,154
13,the-state-of-the-european-union-a-need-for-unity-and-solidarity__The-State-of-the-European-Union-A-Need-for-Unity-and-Solidarity.pdf,security,153
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,president,48
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,higgins,36
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,irish,32
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,ireland,31
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,government,14
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,maximalist,12
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,presidency,11
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,power,11
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,constitutional,10
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,minimalist,8
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,michael,7
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,gregan,7
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,coakley,7
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,rafter,7
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,ireann,7
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,powers,7
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,letter,7
14,the-future-of-transatlantic-relations_gregan-2025-maximalist-or-minimalist-assessing-the-impact-of-michael-d-higgins-on-the-office-of-president-of-ireland.pdf,party,6
